line_number,timestamp,thread,log_level,class_name,pool_name,log_type,total,active,idle,waiting,connection_wrapper,close_reason,message,raw_log
745,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,11,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=11)","15:46:35.060 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=11)"
830,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.070 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
846,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.071 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
856,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.072 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
863,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,9,1,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=9, idle=1, waiting=10)","15:46:35.072 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=9, idle=1, waiting=10)"
864,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.072 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
865,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.072 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
866,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.072 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
867,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.072 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
883,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.077 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
911,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.085 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
981,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.090 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
1000,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.095 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
1001,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.096 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
1002,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.096 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
1003,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.096 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
1004,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.096 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
1005,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.096 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
1006,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.096 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
1007,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.096 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
1023,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,10,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)","15:46:35.099 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=10)"
1087,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,9,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=9)","15:46:35.109 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=9)"
1118,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,9,1,9,,,"HikariPool-1 - Connection not added, stats (total=10, active=9, idle=1, waiting=9)","15:46:35.110 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=9, idle=1, waiting=9)"
1119,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,8,2,9,,,"HikariPool-1 - Connection not added, stats (total=10, active=8, idle=2, waiting=9)","15:46:35.111 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=8, idle=2, waiting=9)"
1120,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,9,1,9,,,"HikariPool-1 - Connection not added, stats (total=10, active=9, idle=1, waiting=9)","15:46:35.111 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=9, idle=1, waiting=9)"
1121,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,9,1,9,,,"HikariPool-1 - Connection not added, stats (total=10, active=9, idle=1, waiting=9)","15:46:35.111 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=9, idle=1, waiting=9)"
1149,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,8,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=8)","15:46:35.117 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=8)"
1186,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,8,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=8)","15:46:35.122 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=8)"
1187,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,7,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)","15:46:35.127 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)"
1245,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,7,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)","15:46:35.131 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)"
1267,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,7,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)","15:46:35.141 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)"
1298,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,7,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)","15:46:35.144 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)"
1323,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,7,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)","15:46:35.148 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)"
1348,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,7,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)","15:46:35.150 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)"
1352,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,6,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=6)","15:46:35.150 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=6)"
1353,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,9,1,6,,,"HikariPool-1 - Connection not added, stats (total=10, active=9, idle=1, waiting=6)","15:46:35.150 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=9, idle=1, waiting=6)"
1369,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,7,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)","15:46:35.150 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)"
1370,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,7,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)","15:46:35.150 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)"
1371,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,7,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)","15:46:35.150 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)"
1372,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,7,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)","15:46:35.150 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)"
1373,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,7,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)","15:46:35.150 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)"
1374,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,7,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)","15:46:35.150 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)"
1375,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,7,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)","15:46:35.150 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)"
1376,46:35.1,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,7,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)","15:46:35.150 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=7)"
1494,46:35.2,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,5,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=5)","15:46:35.167 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=5)"
1513,46:35.2,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,5,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=5)","15:46:35.176 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=5)"
1526,46:35.2,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,5,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=5)","15:46:35.176 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=5)"
1533,46:35.2,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,4,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=4)","15:46:35.178 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=4)"
1558,46:35.2,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,4,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=4)","15:46:35.178 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=4)"
1574,46:35.2,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,3,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=3)","15:46:35.182 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=3)"
1593,46:35.2,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,3,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=3)","15:46:35.183 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=3)"
1606,46:35.2,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,2,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=2)","15:46:35.185 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=2)"
1607,46:35.2,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,1,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=1)","15:46:35.186 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=1)"
1632,46:35.2,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,1,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=1)","15:46:35.187 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=1)"
1648,46:35.2,HikariPool-1 connection adder,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,CONNECTION_NOT_ADDED,10,10,0,1,,,"HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=1)","15:46:35.188 [HikariPool-1 connection adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=10, active=10, idle=0, waiting=1)"
2366,46:45.5,HikariPool-1 housekeeper,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,POOL_STATS,10,0,10,0,,,"HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)","15:46:45.505 [HikariPool-1 housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)"
2367,46:45.5,HikariPool-1 housekeeper,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,FILL_POOL,,,,,,,"HikariPool-1 - Fill pool skipped, pool has sufficient level or currently being filled.","15:46:45.505 [HikariPool-1 housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Fill pool skipped, pool has sufficient level or currently being filled."
